netA,netB,pvalue,percentage,stim1,stim2,pill,sign
DMN,medfront,0.03451572852907281,0.0,alc,tool,placebo,pos
DMN,frontoparietal,0.04625213232906489,0.0,alc,tool,placebo,pos
DMN,DMN,0.01829992046122675,0.0,alc,tool,placebo,pos
DMN,motor,0.038850802156836006,0.0,alc,tool,placebo,pos
DMN,visA,0.018926937738209526,0.0,alc,tool,placebo,pos
DMN,visB,0.008231279751312659,0.0,alc,tool,placebo,pos
DMN,visassoc,0.020180171219665533,0.0,alc,tool,placebo,pos
DMN,salience,0.03141127986871717,0.0,alc,tool,placebo,pos
DMN,subcort,0.008862577453798592,0.0,alc,tool,placebo,pos
DMN,cerebell,0.010754863069686427,0.0,alc,tool,placebo,pos
motor,medfront,0.07044709739220556,0.0,alc,tool,placebo,pos
motor,frontoparietal,0.09399159943918167,0.0,alc,tool,placebo,pos
motor,DMN,0.038850802156836006,0.0,alc,tool,placebo,pos
motor,motor,0.07792572970521727,0.0,alc,tool,placebo,pos
motor,visA,0.038850802156836006,0.0,alc,tool,placebo,pos
motor,visB,0.01696139082426762,0.0,alc,tool,placebo,pos
motor,visassoc,0.04140445618029265,0.0,alc,tool,placebo,pos
motor,salience,0.06418410164971577,0.0,alc,tool,placebo,pos
motor,subcort,0.018258109813168,0.0,alc,tool,placebo,pos
motor,cerebell,0.02214142380808448,0.0,alc,tool,placebo,pos
visA,medfront,0.03451572852907281,0.0,alc,tool,placebo,pos
visA,frontoparietal,0.04625213232906489,0.0,alc,tool,placebo,pos
visA,DMN,0.018926937738209526,0.0,alc,tool,placebo,pos
visA,motor,0.038850802156836006,0.0,alc,tool,placebo,pos
visA,visA,0.00011228855563327755,3.0,alc,tool,placebo,pos
visA,visB,0.008231279751312659,0.0,alc,tool,placebo,pos
visA,visassoc,0.020180171219665533,0.5,alc,tool,placebo,pos
visA,salience,0.03141127986871717,0.0,alc,tool,placebo,pos
visA,subcort,0.008862577453798592,0.5,alc,tool,placebo,pos
visA,cerebell,0.010754863069686427,0.0,alc,tool,placebo,pos
visB,medfront,0.015035123685168683,0.0,alc,tool,placebo,pos
visB,frontoparietal,0.020221927278054386,0.0,alc,tool,placebo,pos
visB,DMN,0.008231279751312659,0.0,alc,tool,placebo,pos
visB,motor,0.01696139082426762,0.0,alc,tool,placebo,pos
visB,visA,0.008231279751312659,0.0,alc,tool,placebo,pos
visB,visB,0.0032979551420430075,0.0,alc,tool,placebo,pos
visB,visassoc,0.008778419909781232,0.0,alc,tool,placebo,pos
visB,salience,0.013693628705241045,0.0,alc,tool,placebo,pos
visB,subcort,0.003846908381429315,0.0,alc,tool,placebo,pos
visB,cerebell,0.004648862020438793,0.0,alc,tool,placebo,pos
visassoc,medfront,0.03678810338634886,0.5,alc,tool,placebo,pos
visassoc,frontoparietal,0.04928384624140736,0.0,alc,tool,placebo,pos
visassoc,DMN,0.020180171219665533,0.0,alc,tool,placebo,pos
visassoc,motor,0.04140445618029265,0.0,alc,tool,placebo,pos
visassoc,visA,0.020180171219665533,0.5,alc,tool,placebo,pos
visassoc,visB,0.008778419909781232,0.0,alc,tool,placebo,pos
visassoc,visassoc,0.02084812580301465,0.0,alc,tool,placebo,pos
visassoc,salience,0.03348165049664975,0.0,alc,tool,placebo,pos
visassoc,subcort,0.009451546888331053,0.0,alc,tool,placebo,pos
visassoc,cerebell,0.011469099235454583,0.0,alc,tool,placebo,pos
salience,medfront,0.057079238932256526,0.5,alc,tool,placebo,pos
salience,frontoparietal,0.07628067352046108,0.0,alc,tool,placebo,pos
salience,DMN,0.03141127986871717,0.0,alc,tool,placebo,pos
salience,motor,0.06418410164971577,0.0,alc,tool,placebo,pos
salience,visA,0.03141127986871717,0.0,alc,tool,placebo,pos
salience,visB,0.013693628705241045,0.0,alc,tool,placebo,pos
salience,visassoc,0.03348165049664975,0.0,alc,tool,placebo,pos
salience,salience,0.05096081033183908,0.0,alc,tool,placebo,pos
salience,subcort,0.01474177566472512,0.0,alc,tool,placebo,pos
salience,cerebell,0.017881760557856285,0.0,alc,tool,placebo,pos
subcort,medfront,0.016207933496173665,0.0,alc,tool,placebo,pos
subcort,frontoparietal,0.021766067586463156,0.0,alc,tool,placebo,pos
subcort,DMN,0.008862577453798592,0.0,alc,tool,placebo,pos
subcort,motor,0.018258109813168,0.0,alc,tool,placebo,pos
subcort,visA,0.008862577453798592,0.5,alc,tool,placebo,pos
subcort,visB,0.003846908381429315,0.0,alc,tool,placebo,pos
subcort,visassoc,0.009451546888331053,0.0,alc,tool,placebo,pos
subcort,salience,0.01474177566472512,0.0,alc,tool,placebo,pos
subcort,subcort,0.003846908381429315,0.0,alc,tool,placebo,pos
subcort,cerebell,0.005028584523607327,0.0,alc,tool,placebo,pos
cerebell,medfront,0.019637234496374223,0.0,alc,tool,placebo,pos
cerebell,frontoparietal,0.026388752484926892,0.0,alc,tool,placebo,pos
cerebell,DMN,0.010754863069686427,0.0,alc,tool,placebo,pos
cerebell,motor,0.02214142380808448,0.0,alc,tool,placebo,pos
cerebell,visA,0.010754863069686427,0.0,alc,tool,placebo,pos
cerebell,visB,0.004648862020438793,0.0,alc,tool,placebo,pos
cerebell,visassoc,0.011469099235454583,0.0,alc,tool,placebo,pos
cerebell,salience,0.017881760557856285,0.0,alc,tool,placebo,pos
cerebell,subcort,0.005028584523607327,0.0,alc,tool,placebo,pos
cerebell,cerebell,0.005745574622140204,0.0,alc,tool,placebo,pos
medfront,medfront,0.6814149605332045,1.0,tool,alc,cortisol,pos
medfront,frontoparietal,0.20216885073019975,5.5,tool,alc,cortisol,pos
medfront,DMN,0.46873129516696266,0.5,tool,alc,cortisol,pos
medfront,motor,0.73163497514249,1.0,tool,alc,cortisol,pos
medfront,visA,0.46873129516696266,0.5,tool,alc,cortisol,pos
medfront,visB,0.23874413287145724,0.0,tool,alc,cortisol,pos
medfront,visassoc,0.49080169671650875,0.5,tool,alc,cortisol,pos
medfront,salience,0.2819122320426968,2.0,tool,alc,cortisol,pos
medfront,subcort,0.2549016866727153,0.0,tool,alc,cortisol,pos
medfront,cerebell,0.3003085689309739,0.0,tool,alc,cortisol,pos
frontoparietal,medfront,0.20216885073019975,5.5,tool,alc,cortisol,pos
frontoparietal,frontoparietal,0.14994547768470678,7.0,tool,alc,cortisol,pos
frontoparietal,DMN,0.05274440346997844,5.0,tool,alc,cortisol,pos
frontoparietal,motor,0.2542712569716483,5.0,tool,alc,cortisol,pos
frontoparietal,visA,0.2072451237506001,3.5,tool,alc,cortisol,pos
frontoparietal,visB,0.30778468940313564,0.5,tool,alc,cortisol,pos
frontoparietal,visassoc,0.597494059728625,1.5,tool,alc,cortisol,pos
frontoparietal,salience,0.16682029772427276,4.5,tool,alc,cortisol,pos
frontoparietal,subcort,0.3271676468819258,0.5,tool,alc,cortisol,pos
frontoparietal,cerebell,0.38217583354102125,0.5,tool,alc,cortisol,pos
DMN,medfront,0.46873129516696266,0.5,tool,alc,cortisol,pos
DMN,frontoparietal,0.05274440346997844,5.0,tool,alc,cortisol,pos
DMN,DMN,0.2829214385473524,1.0,tool,alc,cortisol,pos
DMN,motor,0.5100832412727363,0.5,tool,alc,cortisol,pos
DMN,visA,0.2911238236750213,1.0,tool,alc,cortisol,pos
DMN,visB,0.13828424777120585,1.5,tool,alc,cortisol,pos
DMN,visassoc,0.3072532909957514,0.5,tool,alc,cortisol,pos
DMN,salience,0.43711582405928273,0.0,tool,alc,cortisol,pos
DMN,subcort,0.148107788179495,0.0,tool,alc,cortisol,pos
DMN,cerebell,0.17692360079291114,0.5,tool,alc,cortisol,pos
motor,medfront,0.73163497514249,1.0,tool,alc,cortisol,pos
motor,frontoparietal,0.2542712569716483,5.0,tool,alc,cortisol,pos
motor,DMN,0.5100832412727363,0.5,tool,alc,cortisol,pos
motor,motor,0.7679642766993959,0.0,tool,alc,cortisol,pos
motor,visA,0.15806487572421024,2.0,tool,alc,cortisol,pos
motor,visB,0.26511043883769614,0.0,tool,alc,cortisol,pos
motor,visassoc,0.532999366617885,0.0,tool,alc,cortisol,pos
motor,salience,0.3312102907467671,3.0,tool,alc,cortisol,pos
motor,subcort,0.2823713129248253,0.0,tool,alc,cortisol,pos
motor,cerebell,0.3318012765151097,1.0,tool,alc,cortisol,pos
visA,medfront,0.46873129516696266,0.5,tool,alc,cortisol,pos
visA,frontoparietal,0.2072451237506001,3.5,tool,alc,cortisol,pos
visA,DMN,0.2911238236750213,1.0,tool,alc,cortisol,pos
visA,motor,0.15806487572421024,2.0,tool,alc,cortisol,pos
visA,visA,0.2829214385473524,0.0,tool,alc,cortisol,pos
visA,visB,0.13828424777120585,1.5,tool,alc,cortisol,pos
visA,visassoc,0.3072532909957514,0.0,tool,alc,cortisol,pos
visA,salience,0.43711582405928273,1.5,tool,alc,cortisol,pos
visA,subcort,0.148107788179495,0.0,tool,alc,cortisol,pos
visA,cerebell,0.17692360079291114,0.5,tool,alc,cortisol,pos
visB,medfront,0.23874413287145724,0.0,tool,alc,cortisol,pos
visB,frontoparietal,0.30778468940313564,0.5,tool,alc,cortisol,pos
visB,DMN,0.13828424777120585,1.5,tool,alc,cortisol,pos
visB,motor,0.26511043883769614,0.0,tool,alc,cortisol,pos
visB,visA,0.13828424777120585,1.5,tool,alc,cortisol,pos
visB,visB,0.05774817759033146,1.0,tool,alc,cortisol,pos
visB,visassoc,0.0005533554104577565,4.0,tool,alc,cortisol,pos
visB,salience,0.21985701942594482,0.0,tool,alc,cortisol,pos
visB,subcort,0.06704925492077651,0.0,tool,alc,cortisol,pos
visB,cerebell,0.08048125039884513,0.0,tool,alc,cortisol,pos
visassoc,medfront,0.49080169671650875,0.5,tool,alc,cortisol,pos
visassoc,frontoparietal,0.597494059728625,1.5,tool,alc,cortisol,pos
visassoc,DMN,0.3072532909957514,0.5,tool,alc,cortisol,pos
visassoc,motor,0.532999366617885,0.0,tool,alc,cortisol,pos
visassoc,visA,0.3072532909957514,0.0,tool,alc,cortisol,pos
visassoc,visB,0.0005533554104577565,4.0,tool,alc,cortisol,pos
visassoc,visassoc,0.315707820204403,0.0,tool,alc,cortisol,pos
visassoc,salience,0.4583914783601246,0.5,tool,alc,cortisol,pos
visassoc,subcort,0.1571772135441628,0.0,tool,alc,cortisol,pos
visassoc,cerebell,0.18755874181169252,0.0,tool,alc,cortisol,pos
salience,medfront,0.2819122320426968,2.0,tool,alc,cortisol,pos
salience,frontoparietal,0.16682029772427276,4.5,tool,alc,cortisol,pos
salience,DMN,0.43711582405928273,0.0,tool,alc,cortisol,pos
salience,motor,0.3312102907467671,3.0,tool,alc,cortisol,pos
salience,visA,0.43711582405928273,1.5,tool,alc,cortisol,pos
salience,visB,0.21985701942594482,0.0,tool,alc,cortisol,pos
salience,visassoc,0.4583914783601246,0.5,tool,alc,cortisol,pos
salience,salience,0.6100883942175651,0.0,tool,alc,cortisol,pos
salience,subcort,0.23465131080787427,0.0,tool,alc,cortisol,pos
salience,cerebell,0.27740150557433596,0.0,tool,alc,cortisol,pos
subcort,medfront,0.2549016866727153,0.0,tool,alc,cortisol,pos
subcort,frontoparietal,0.3271676468819258,0.5,tool,alc,cortisol,pos
subcort,DMN,0.148107788179495,0.0,tool,alc,cortisol,pos
subcort,motor,0.2823713129248253,0.0,tool,alc,cortisol,pos
subcort,visA,0.148107788179495,0.0,tool,alc,cortisol,pos
subcort,visB,0.06704925492077651,0.0,tool,alc,cortisol,pos
subcort,visassoc,0.1571772135441628,0.0,tool,alc,cortisol,pos
subcort,salience,0.23465131080787427,0.0,tool,alc,cortisol,pos
subcort,subcort,0.06704925492077651,0.0,tool,alc,cortisol,pos
subcort,cerebell,0.0867773475353294,0.0,tool,alc,cortisol,pos
cerebell,medfront,0.3003085689309739,0.0,tool,alc,cortisol,pos
cerebell,frontoparietal,0.38217583354102125,0.5,tool,alc,cortisol,pos
cerebell,DMN,0.17692360079291114,0.5,tool,alc,cortisol,pos
cerebell,motor,0.3318012765151097,1.0,tool,alc,cortisol,pos
cerebell,visA,0.17692360079291114,0.5,tool,alc,cortisol,pos
cerebell,visB,0.08048125039884513,0.0,tool,alc,cortisol,pos
cerebell,visassoc,0.18755874181169252,0.0,tool,alc,cortisol,pos
cerebell,salience,0.27740150557433596,0.0,tool,alc,cortisol,pos
cerebell,subcort,0.0867773475353294,0.0,tool,alc,cortisol,pos
cerebell,cerebell,0.09855474240891104,0.0,tool,alc,cortisol,pos
medfront,medfront,0.020952085332129333,0.0,tool,alc,placebo,pos
medfront,frontoparietal,0.02871211693662168,0.0,tool,alc,placebo,pos
medfront,DMN,0.011640047406738518,0.0,tool,alc,placebo,pos
medfront,motor,0.02405609797392627,0.0,tool,alc,placebo,pos
medfront,visA,0.011640047406738518,0.0,tool,alc,placebo,pos
medfront,visB,0.005036965968734153,0.0,tool,alc,placebo,pos
medfront,visassoc,0.012416050567187753,0.0,tool,alc,placebo,pos
medfront,salience,0.019400079011230864,0.0,tool,alc,placebo,pos
medfront,subcort,0.005432022123144642,0.5,tool,alc,placebo,pos
medfront,cerebell,0.006588972289632622,0.0,tool,alc,placebo,pos
frontoparietal,medfront,0.02871211693662168,0.0,tool,alc,placebo,pos
frontoparietal,frontoparietal,0.0381088097522434,0.0,tool,alc,placebo,pos
frontoparietal,DMN,0.015661154692702794,0.5,tool,alc,placebo,pos
frontoparietal,motor,0.032366386364919064,0.0,tool,alc,placebo,pos
frontoparietal,visA,0.015661154692702794,0.0,tool,alc,placebo,pos
frontoparietal,visB,0.006786500366837811,0.0,tool,alc,placebo,pos
frontoparietal,visassoc,0.01670523167221627,0.0,tool,alc,placebo,pos
frontoparietal,salience,0.02610192448783788,0.0,tool,alc,placebo,pos
frontoparietal,subcort,0.00730853885659466,0.0,tool,alc,placebo,pos
frontoparietal,cerebell,0.008874654325864872,0.0,tool,alc,placebo,pos
DMN,medfront,0.011640047406738518,0.0,tool,alc,placebo,pos
DMN,frontoparietal,0.015661154692702794,0.5,tool,alc,placebo,pos
DMN,DMN,0.006137479541734825,0.0,tool,alc,placebo,pos
DMN,motor,0.013121507985777936,0.0,tool,alc,placebo,pos
DMN,visA,0.00634911676731198,0.0,tool,alc,placebo,pos
DMN,visB,0.0027512839325017913,0.0,tool,alc,placebo,pos
DMN,visassoc,0.006772391218466067,0.0,tool,alc,placebo,pos
DMN,salience,0.010581861278853189,0.0,tool,alc,placebo,pos
DMN,subcort,0.002962921158078946,0.0,tool,alc,placebo,pos
DMN,cerebell,0.0035978328348100774,0.0,tool,alc,placebo,pos
motor,medfront,0.02405609797392627,0.0,tool,alc,placebo,pos
motor,frontoparietal,0.032366386364919064,0.0,tool,alc,placebo,pos
motor,DMN,0.013121507985777936,0.0,tool,alc,placebo,pos
motor,motor,0.026680399571081925,0.0,tool,alc,placebo,pos
motor,visA,0.013121507985777936,0.0,tool,alc,placebo,pos
motor,visB,0.005685986793837139,0.0,tool,alc,placebo,pos
motor,visassoc,0.01399627518482982,0.0,tool,alc,placebo,pos
motor,salience,0.02186917997629667,0.0,tool,alc,placebo,pos
motor,subcort,0.006123370393363081,0.0,tool,alc,placebo,pos
motor,cerebell,0.007435521191940908,0.0,tool,alc,placebo,pos
visA,medfront,0.011640047406738518,0.0,tool,alc,placebo,pos
visA,frontoparietal,0.015661154692702794,0.0,tool,alc,placebo,pos
visA,DMN,0.00634911676731198,0.0,tool,alc,placebo,pos
visA,motor,0.013121507985777936,0.0,tool,alc,placebo,pos
visA,visA,0.006137479541734825,0.0,tool,alc,placebo,pos
visA,visB,0.0027512839325017913,0.0,tool,alc,placebo,pos
visA,visassoc,0.006772391218466067,0.0,tool,alc,placebo,pos
visA,salience,0.010581861278853189,0.0,tool,alc,placebo,pos
visA,subcort,0.002962921158078946,0.0,tool,alc,placebo,pos
visA,cerebell,0.0035978328348100774,0.0,tool,alc,placebo,pos
visB,medfront,0.005036965968734153,0.0,tool,alc,placebo,pos
visB,frontoparietal,0.006786500366837811,0.0,tool,alc,placebo,pos
visB,DMN,0.0027512839325017913,0.0,tool,alc,placebo,pos
visB,motor,0.005685986793837139,0.0,tool,alc,placebo,pos
visB,visA,0.0027512839325017913,0.0,tool,alc,placebo,pos
visB,visB,0.0011005135730007831,0.0,tool,alc,placebo,pos
visB,visassoc,0.0029347028613352366,0.5,tool,alc,placebo,pos
visB,salience,0.004585473220836356,0.0,tool,alc,placebo,pos
visB,subcort,0.0012839325018342285,0.0,tool,alc,placebo,pos
visB,cerebell,0.0015520063208984691,0.0,tool,alc,placebo,pos
visassoc,medfront,0.012416050567187753,0.0,tool,alc,placebo,pos
visassoc,frontoparietal,0.01670523167221627,0.0,tool,alc,placebo,pos
visassoc,DMN,0.006772391218466067,0.0,tool,alc,placebo,pos
visassoc,motor,0.01399627518482982,0.0,tool,alc,placebo,pos
visassoc,visA,0.006772391218466067,0.0,tool,alc,placebo,pos
visassoc,visB,0.0029347028613352366,0.5,tool,alc,placebo,pos
visassoc,visassoc,0.006998137592414966,0.0,tool,alc,placebo,pos
visassoc,salience,0.011287318697443371,0.0,tool,alc,placebo,pos
visassoc,subcort,0.003160449235284135,0.0,tool,alc,placebo,pos
visassoc,cerebell,0.0038376883571307197,0.0,tool,alc,placebo,pos
salience,medfront,0.019400079011230864,0.0,tool,alc,placebo,pos
salience,frontoparietal,0.02610192448783788,0.0,tool,alc,placebo,pos
salience,DMN,0.010581861278853189,0.0,tool,alc,placebo,pos
salience,motor,0.02186917997629667,0.0,tool,alc,placebo,pos
salience,visA,0.010581861278853189,0.0,tool,alc,placebo,pos
salience,visB,0.004585473220836356,0.0,tool,alc,placebo,pos
salience,visassoc,0.011287318697443371,0.0,tool,alc,placebo,pos
salience,salience,0.017283706755460204,0.0,tool,alc,placebo,pos
salience,subcort,0.004938201930131503,0.0,tool,alc,placebo,pos
salience,cerebell,0.005996388058016833,0.0,tool,alc,placebo,pos
subcort,medfront,0.005432022123144642,0.5,tool,alc,placebo,pos
subcort,frontoparietal,0.00730853885659466,0.0,tool,alc,placebo,pos
subcort,DMN,0.002962921158078946,0.0,tool,alc,placebo,pos
subcort,motor,0.006123370393363081,0.0,tool,alc,placebo,pos
subcort,visA,0.002962921158078946,0.0,tool,alc,placebo,pos
subcort,visB,0.0012839325018342285,0.0,tool,alc,placebo,pos
subcort,visassoc,0.003160449235284135,0.0,tool,alc,placebo,pos
subcort,salience,0.004938201930131503,0.0,tool,alc,placebo,pos
subcort,subcort,0.0012839325018342285,0.0,tool,alc,placebo,pos
subcort,cerebell,0.0016789886562447176,0.0,tool,alc,placebo,pos
cerebell,medfront,0.006588972289632622,0.0,tool,alc,placebo,pos
cerebell,frontoparietal,0.008874654325864872,0.0,tool,alc,placebo,pos
cerebell,DMN,0.0035978328348100774,0.0,tool,alc,placebo,pos
cerebell,motor,0.007435521191940908,0.0,tool,alc,placebo,pos
cerebell,visA,0.0035978328348100774,0.0,tool,alc,placebo,pos
cerebell,visB,0.0015520063208984691,0.0,tool,alc,placebo,pos
cerebell,visassoc,0.0038376883571307197,0.0,tool,alc,placebo,pos
cerebell,salience,0.005996388058016833,0.0,tool,alc,placebo,pos
cerebell,subcort,0.0016789886562447176,0.0,tool,alc,placebo,pos
cerebell,cerebell,0.0019188441785653598,0.0,tool,alc,placebo,pos
medfront,medfront,0.5977914956800513,0.0,tool,tool,cortisol,pos
medfront,frontoparietal,0.3510860902164078,3.0,tool,tool,cortisol,pos
medfront,DMN,0.39565376034960653,0.5,tool,tool,cortisol,pos
medfront,motor,0.6491412475096132,0.0,tool,tool,cortisol,pos
medfront,visA,0.39565376034960653,0.5,tool,tool,cortisol,pos
medfront,visB,0.19523210865762497,0.5,tool,tool,cortisol,pos
medfront,visassoc,0.41573025538604413,0.0,tool,tool,cortisol,pos
medfront,salience,0.5694335295933344,1.5,tool,tool,cortisol,pos
medfront,subcort,0.20886232027615437,0.0,tool,tool,cortisol,pos
medfront,cerebell,0.24749518208511856,0.0,tool,tool,cortisol,pos
frontoparietal,medfront,0.3510860902164078,3.0,tool,tool,cortisol,pos
frontoparietal,frontoparietal,0.49148041207198867,3.0,tool,tool,cortisol,pos
frontoparietal,DMN,0.4928566104048284,0.5,tool,tool,cortisol,pos
frontoparietal,motor,0.04978095577648134,6.5,tool,tool,cortisol,pos
frontoparietal,visA,0.029730029812608083,4.0,tool,tool,cortisol,pos
frontoparietal,visB,0.2539042418992923,1.0,tool,tool,cortisol,pos
frontoparietal,visassoc,0.5154860520767823,0.5,tool,tool,cortisol,pos
frontoparietal,salience,0.30974434208926627,2.5,tool,tool,cortisol,pos
frontoparietal,subcort,0.2705869083004152,1.0,tool,tool,cortisol,pos
frontoparietal,cerebell,0.3184786340614967,1.0,tool,tool,cortisol,pos
DMN,medfront,0.39565376034960653,0.5,tool,tool,cortisol,pos
DMN,frontoparietal,0.4928566104048284,0.5,tool,tool,cortisol,pos
DMN,DMN,0.23264330596148242,0.0,tool,tool,cortisol,pos
DMN,motor,0.43341533323083536,1.0,tool,tool,cortisol,pos
DMN,visA,0.23964043100109444,1.0,tool,tool,cortisol,pos
DMN,visB,0.11175121995277892,1.5,tool,tool,cortisol,pos
DMN,visassoc,0.2534482255588614,0.5,tool,tool,cortisol,pos
DMN,salience,0.3671873990032197,0.5,tool,tool,cortisol,pos
DMN,subcort,0.1198233090256613,0.0,tool,tool,cortisol,pos
DMN,cerebell,0.14361206311793662,1.0,tool,tool,cortisol,pos
motor,medfront,0.6491412475096132,0.0,tool,tool,cortisol,pos
motor,frontoparietal,0.04978095577648134,6.5,tool,tool,cortisol,pos
motor,DMN,0.43341533323083536,1.0,tool,tool,cortisol,pos
motor,motor,0.6875119320460779,0.0,tool,tool,cortisol,pos
motor,visA,0.43341533323083536,1.5,tool,tool,cortisol,pos
motor,visB,0.2175052525061869,0.0,tool,tool,cortisol,pos
motor,visassoc,0.4546198649144133,0.5,tool,tool,cortisol,pos
motor,salience,0.2420510657008199,3.0,tool,tool,cortisol,pos
motor,subcort,0.23217460132301249,0.0,tool,tool,cortisol,pos
motor,cerebell,0.040778735404043975,2.0,tool,tool,cortisol,pos
