netA,netB,pvalue,percentage,stim1,stim2,pill,sign
visassoc,medfront,0.02467811582998669,0.0,alc,alc,placebo,neg
visassoc,frontoparietal,0.033131630341706186,0.0,alc,alc,placebo,neg
visassoc,DMN,0.013499012061007676,0.0,alc,alc,placebo,neg
visassoc,motor,0.027796849364958964,0.0,alc,alc,placebo,neg
visassoc,visA,0.013499012061007676,0.5,alc,alc,placebo,neg
visassoc,visB,0.0058608345270120266,0.0,alc,alc,placebo,neg
visassoc,visassoc,0.013947399303232078,0.0,alc,alc,placebo,neg
visassoc,salience,0.022447391290629226,0.0,alc,alc,placebo,neg
visassoc,subcort,0.00631095448214547,0.0,alc,alc,placebo,neg
visassoc,cerebell,0.00766070280181308,0.0,alc,alc,placebo,neg
salience,medfront,0.0384240633690377,0.0,alc,alc,placebo,neg
salience,frontoparietal,0.05152289718198255,0.0,alc,alc,placebo,neg
salience,DMN,0.021051894492833623,0.0,alc,alc,placebo,neg
salience,motor,0.04326040073166515,0.0,alc,alc,placebo,neg
salience,visA,0.021051894492833623,0.5,alc,alc,placebo,neg
salience,visB,0.009149984278377543,0.0,alc,alc,placebo,neg
salience,visassoc,0.022447391290629226,0.0,alc,alc,placebo,neg
salience,salience,0.03426892663869918,0.0,alc,alc,placebo,neg
salience,subcort,0.009852087352698713,0.0,alc,alc,placebo,neg
salience,cerebell,0.011956903544088626,0.0,alc,alc,placebo,neg
subcort,medfront,0.010834613607907828,0.0,alc,alc,placebo,neg
subcort,frontoparietal,0.014563765338037826,0.0,alc,alc,placebo,neg
subcort,DMN,0.005917105095388342,0.0,alc,alc,placebo,neg
subcort,motor,0.012209330989472855,0.0,alc,alc,placebo,neg
subcort,visA,0.005917105095388342,0.0,alc,alc,placebo,neg
subcort,visB,0.002566234613189833,0.0,alc,alc,placebo,neg
subcort,visassoc,0.00631095448214547,0.0,alc,alc,placebo,neg
subcort,salience,0.009852087352698713,0.0,alc,alc,placebo,neg
subcort,subcort,0.002566234613189833,0.0,alc,alc,placebo,neg
subcort,cerebell,0.003355181959241671,0.0,alc,alc,placebo,neg
cerebell,medfront,0.013134622376979932,0.0,alc,alc,placebo,neg
cerebell,frontoparietal,0.017670673266662495,0.0,alc,alc,placebo,neg
cerebell,DMN,0.007182771848949443,0.0,alc,alc,placebo,neg
cerebell,motor,0.014815859538774623,0.0,alc,alc,placebo,neg
cerebell,visA,0.007182771848949443,0.0,alc,alc,placebo,neg
cerebell,visB,0.0031016257819876936,0.0,alc,alc,placebo,neg
cerebell,visassoc,0.00766070280181308,0.0,alc,alc,placebo,neg
cerebell,salience,0.011956903544088626,0.0,alc,alc,placebo,neg
cerebell,subcort,0.003355181959241671,0.0,alc,alc,placebo,neg
cerebell,cerebell,0.0038340334158382117,0.0,alc,alc,placebo,neg
medfront,medfront,0.04146547021088476,0.0,alc,tool,cortisol,neg
medfront,frontoparietal,0.0566002416919511,0.5,alc,tool,cortisol,neg
medfront,DMN,0.023144766431633657,0.0,alc,tool,cortisol,neg
medfront,motor,0.047533831348945066,0.0,alc,tool,cortisol,neg
medfront,visA,0.023144766431633657,0.0,alc,tool,cortisol,neg
medfront,visB,0.010048631621632387,0.0,alc,tool,cortisol,neg
medfront,visassoc,0.02467811582998669,0.0,alc,tool,cortisol,neg
medfront,salience,0.0384240633690377,0.0,alc,tool,cortisol,neg
medfront,subcort,0.010834613607907828,0.0,alc,tool,cortisol,neg
medfront,cerebell,0.013134622376979932,0.0,alc,tool,cortisol,neg
frontoparietal,medfront,0.0566002416919511,0.5,alc,tool,cortisol,neg
frontoparietal,frontoparietal,0.07476585532344893,0.0,alc,tool,cortisol,neg
frontoparietal,DMN,0.031077255127145098,0.0,alc,tool,cortisol,neg
frontoparietal,motor,0.0636856316513934,0.0,alc,tool,cortisol,neg
frontoparietal,visA,0.031077255127145098,0.0,alc,tool,cortisol,neg
frontoparietal,visB,0.013527039249709771,0.0,alc,tool,cortisol,neg
frontoparietal,visassoc,0.033131630341706186,1.0,alc,tool,cortisol,neg
frontoparietal,salience,0.05152289718198255,0.0,alc,tool,cortisol,neg
frontoparietal,subcort,0.014563765338037826,0.0,alc,tool,cortisol,neg
frontoparietal,cerebell,0.017670673266662495,0.0,alc,tool,cortisol,neg
DMN,medfront,0.023144766431633657,0.0,alc,tool,cortisol,neg
DMN,frontoparietal,0.031077255127145098,0.0,alc,tool,cortisol,neg
DMN,DMN,0.012237376492695629,0.0,alc,tool,cortisol,neg
DMN,motor,0.02607102470638789,0.0,alc,tool,cortisol,neg
DMN,visA,0.012658011264027436,0.0,alc,tool,cortisol,neg
DMN,visB,0.005495037013745763,0.0,alc,tool,cortisol,neg
DMN,visassoc,0.013499012061007676,0.0,alc,tool,cortisol,neg
DMN,salience,0.021051894492833623,0.0,alc,tool,cortisol,neg
DMN,subcort,0.005917105095388342,0.0,alc,tool,cortisol,neg
DMN,cerebell,0.007182771848949443,0.0,alc,tool,cortisol,neg
motor,medfront,0.047533831348945066,0.0,alc,tool,cortisol,neg
motor,frontoparietal,0.0636856316513934,0.0,alc,tool,cortisol,neg
motor,DMN,0.02607102470638789,0.0,alc,tool,cortisol,neg
motor,motor,0.05264932182026827,0.0,alc,tool,cortisol,neg
motor,visA,0.02607102470638789,0.5,alc,tool,cortisol,neg
motor,visB,0.01133972291125629,0.0,alc,tool,cortisol,neg
motor,visassoc,0.027796849364958964,0.0,alc,tool,cortisol,neg
motor,salience,0.04326040073166515,0.0,alc,tool,cortisol,neg
motor,subcort,0.012209330989472855,0.0,alc,tool,cortisol,neg
motor,cerebell,0.014815859538774623,0.0,alc,tool,cortisol,neg
visA,medfront,0.023144766431633657,0.0,alc,tool,cortisol,neg
visA,frontoparietal,0.031077255127145098,0.0,alc,tool,cortisol,neg
visA,DMN,0.012658011264027436,0.0,alc,tool,cortisol,neg
visA,motor,0.02607102470638789,0.5,alc,tool,cortisol,neg
visA,visA,0.012237376492695629,0.0,alc,tool,cortisol,neg
visA,visB,0.005495037013745763,0.0,alc,tool,cortisol,neg
visA,visassoc,0.013499012061007676,0.0,alc,tool,cortisol,neg
visA,salience,0.021051894492833623,0.0,alc,tool,cortisol,neg
visA,subcort,0.005917105095388342,0.0,alc,tool,cortisol,neg
visA,cerebell,0.007182771848949443,0.0,alc,tool,cortisol,neg
visB,medfront,0.010048631621632387,0.0,alc,tool,cortisol,neg
visB,frontoparietal,0.013527039249709771,0.0,alc,tool,cortisol,neg
visB,DMN,0.005495037013745763,0.0,alc,tool,cortisol,neg
visB,motor,0.01133972291125629,0.0,alc,tool,cortisol,neg
visB,visA,0.005495037013745763,0.0,alc,tool,cortisol,neg
visB,visB,0.0021998315263171975,0.0,alc,tool,cortisol,neg
visB,visassoc,0.0058608345270120266,0.0,alc,tool,cortisol,neg
visB,salience,0.009149984278377543,0.0,alc,tool,cortisol,neg
visB,subcort,0.002566234613189833,0.0,alc,tool,cortisol,neg
visB,cerebell,0.0031016257819876936,0.0,alc,tool,cortisol,neg
visassoc,medfront,0.02467811582998669,0.0,alc,tool,cortisol,neg
visassoc,frontoparietal,0.033131630341706186,1.0,alc,tool,cortisol,neg
visassoc,DMN,0.013499012061007676,0.0,alc,tool,cortisol,neg
visassoc,motor,0.027796849364958964,0.0,alc,tool,cortisol,neg
visassoc,visA,0.013499012061007676,0.0,alc,tool,cortisol,neg
visassoc,visB,0.0058608345270120266,0.0,alc,tool,cortisol,neg
visassoc,visassoc,0.013947399303232078,0.0,alc,tool,cortisol,neg
visassoc,salience,0.022447391290629226,0.0,alc,tool,cortisol,neg
visassoc,subcort,0.00631095448214547,0.0,alc,tool,cortisol,neg
visassoc,cerebell,0.00766070280181308,0.0,alc,tool,cortisol,neg
salience,medfront,0.0384240633690377,0.0,alc,tool,cortisol,neg
salience,frontoparietal,0.05152289718198255,0.0,alc,tool,cortisol,neg
salience,DMN,0.021051894492833623,0.0,alc,tool,cortisol,neg
salience,motor,0.04326040073166515,0.0,alc,tool,cortisol,neg
salience,visA,0.021051894492833623,0.0,alc,tool,cortisol,neg
salience,visB,0.009149984278377543,0.0,alc,tool,cortisol,neg
salience,visassoc,0.022447391290629226,0.0,alc,tool,cortisol,neg
salience,salience,0.03426892663869918,0.0,alc,tool,cortisol,neg
salience,subcort,0.009852087352698713,0.0,alc,tool,cortisol,neg
salience,cerebell,0.011956903544088626,0.0,alc,tool,cortisol,neg
subcort,medfront,0.010834613607907828,0.0,alc,tool,cortisol,neg
subcort,frontoparietal,0.014563765338037826,0.0,alc,tool,cortisol,neg
subcort,DMN,0.005917105095388342,0.0,alc,tool,cortisol,neg
subcort,motor,0.012209330989472855,0.0,alc,tool,cortisol,neg
subcort,visA,0.005917105095388342,0.0,alc,tool,cortisol,neg
subcort,visB,0.002566234613189833,0.0,alc,tool,cortisol,neg
subcort,visassoc,0.00631095448214547,0.0,alc,tool,cortisol,neg
subcort,salience,0.009852087352698713,0.0,alc,tool,cortisol,neg
subcort,subcort,0.002566234613189833,0.0,alc,tool,cortisol,neg
subcort,cerebell,0.003355181959241671,0.0,alc,tool,cortisol,neg
cerebell,medfront,0.013134622376979932,0.0,alc,tool,cortisol,neg
cerebell,frontoparietal,0.017670673266662495,0.0,alc,tool,cortisol,neg
cerebell,DMN,0.007182771848949443,0.0,alc,tool,cortisol,neg
cerebell,motor,0.014815859538774623,0.0,alc,tool,cortisol,neg
cerebell,visA,0.007182771848949443,0.0,alc,tool,cortisol,neg
cerebell,visB,0.0031016257819876936,0.0,alc,tool,cortisol,neg
cerebell,visassoc,0.00766070280181308,0.0,alc,tool,cortisol,neg
cerebell,salience,0.011956903544088626,0.0,alc,tool,cortisol,neg
cerebell,subcort,0.003355181959241671,0.0,alc,tool,cortisol,neg
cerebell,cerebell,0.0038340334158382117,0.0,alc,tool,cortisol,neg
medfront,medfront,0.28739738878227006,0.0,alc,tool,placebo,neg
medfront,frontoparietal,0.372598150137359,0.0,alc,tool,placebo,neg
medfront,DMN,0.17084909871138287,0.0,alc,tool,placebo,neg
medfront,motor,0.3227023794301088,0.0,alc,tool,placebo,neg
medfront,visA,0.17084909871138287,0.0,alc,tool,placebo,neg
medfront,visB,0.07762524604851806,0.0,alc,tool,placebo,neg
medfront,visassoc,0.1812051122306101,0.0,alc,tool,placebo,neg
medfront,salience,0.26910479390206077,0.0,alc,tool,placebo,neg
medfront,subcort,0.08346820060580029,0.0,alc,tool,placebo,neg
medfront,cerebell,0.10038072929297559,0.0,alc,tool,placebo,neg
frontoparietal,medfront,0.372598150137359,0.0,alc,tool,placebo,neg
frontoparietal,frontoparietal,0.4629854926102128,0.0,alc,tool,placebo,neg
frontoparietal,DMN,0.2232123970129617,0.0,alc,tool,placebo,neg
frontoparietal,motor,0.409322341512785,0.0,alc,tool,placebo,neg
frontoparietal,visA,0.02542673330850176,3.0,alc,tool,placebo,neg
frontoparietal,visB,0.10323882816892771,0.0,alc,tool,placebo,neg
frontoparietal,visassoc,0.02865308637381192,3.0,alc,tool,placebo,neg
frontoparietal,salience,0.345067696116901,0.0,alc,tool,placebo,neg
frontoparietal,subcort,0.11075145125252717,0.0,alc,tool,placebo,neg
frontoparietal,cerebell,0.13293684380803028,0.0,alc,tool,placebo,neg
DMN,medfront,0.17084909871138287,0.0,alc,tool,placebo,neg
DMN,frontoparietal,0.2232123970129617,0.0,alc,tool,placebo,neg
DMN,DMN,0.09381583202112331,0.0,alc,tool,placebo,neg
DMN,motor,0.19051432573397742,0.5,alc,tool,placebo,neg
DMN,visA,0.09689869982295507,0.0,alc,tool,placebo,neg
DMN,visB,0.043128224552387184,0.0,alc,tool,placebo,neg
DMN,visassoc,0.10303496089485409,0.0,alc,tool,placebo,neg
DMN,salience,0.15652926074321716,0.0,alc,tool,placebo,neg
DMN,subcort,0.04637249612552563,0.0,alc,tool,placebo,neg
DMN,cerebell,0.05604354680630386,0.0,alc,tool,placebo,neg
motor,medfront,0.3227023794301088,0.0,alc,tool,placebo,neg
motor,frontoparietal,0.409322341512785,0.0,alc,tool,placebo,neg
motor,DMN,0.19051432573397742,0.5,alc,tool,placebo,neg
motor,motor,0.06667562947060579,3.0,alc,tool,placebo,neg
motor,visA,0.018271016856964306,2.0,alc,tool,placebo,neg
motor,visB,0.08720604259033049,0.0,alc,tool,placebo,neg
motor,visassoc,0.0013359187966354158,4.0,alc,tool,placebo,neg
motor,salience,0.29800397789308297,0.5,alc,tool,placebo,neg
motor,subcort,0.09360995710720432,0.0,alc,tool,placebo,neg
motor,cerebell,0.11256990316928772,0.0,alc,tool,placebo,neg
visA,medfront,0.17084909871138287,0.0,alc,tool,placebo,neg
visA,frontoparietal,0.02542673330850176,3.0,alc,tool,placebo,neg
visA,DMN,0.09689869982295507,0.0,alc,tool,placebo,neg
visA,motor,0.018271016856964306,2.0,alc,tool,placebo,neg
visA,visA,0.09381583202112331,0.0,alc,tool,placebo,neg
visA,visB,0.043128224552387184,0.0,alc,tool,placebo,neg
visA,visassoc,0.10303496089485409,0.0,alc,tool,placebo,neg
visA,salience,0.15652926074321716,0.5,alc,tool,placebo,neg
visA,subcort,0.04637249612552563,0.0,alc,tool,placebo,neg
visA,cerebell,0.05604354680630386,0.0,alc,tool,placebo,neg
visB,medfront,0.07762524604851806,0.0,alc,tool,placebo,neg
visB,frontoparietal,0.10323882816892771,0.0,alc,tool,placebo,neg
visB,DMN,0.043128224552387184,0.0,alc,tool,placebo,neg
visB,motor,0.08720604259033049,0.0,alc,tool,placebo,neg
visB,visA,0.043128224552387184,0.0,alc,tool,placebo,neg
visB,visB,0.017465458315161553,0.0,alc,tool,placebo,neg
visB,visassoc,0.04594052319476405,0.5,alc,tool,placebo,neg
visB,salience,0.07090482877287807,0.0,alc,tool,placebo,neg
visB,subcort,0.020348415081725357,0.0,alc,tool,placebo,neg
visB,cerebell,0.024547704814851468,0.0,alc,tool,placebo,neg
visassoc,medfront,0.1812051122306101,0.0,alc,tool,placebo,neg
visassoc,frontoparietal,0.02865308637381192,3.0,alc,tool,placebo,neg
visassoc,DMN,0.10303496089485409,0.0,alc,tool,placebo,neg
visassoc,motor,0.0013359187966354158,4.0,alc,tool,placebo,neg
visassoc,visA,0.10303496089485409,0.0,alc,tool,placebo,neg
visassoc,visB,0.04594052319476405,0.5,alc,tool,placebo,neg
visassoc,visassoc,0.10629162922949298,1.0,alc,tool,placebo,neg
visassoc,salience,0.16610133958011852,0.5,alc,tool,placebo,neg
visassoc,subcort,0.04939117643134172,0.0,alc,tool,placebo,neg
visassoc,cerebell,0.059673066330542035,0.0,alc,tool,placebo,neg
salience,medfront,0.26910479390206077,0.0,alc,tool,placebo,neg
salience,frontoparietal,0.345067696116901,0.0,alc,tool,placebo,neg
salience,DMN,0.15652926074321716,0.0,alc,tool,placebo,neg
salience,motor,0.29800397789308297,0.5,alc,tool,placebo,neg
salience,visA,0.15652926074321716,0.5,alc,tool,placebo,neg
salience,visB,0.07090482877287807,0.0,alc,tool,placebo,neg
salience,visassoc,0.16610133958011852,0.5,alc,tool,placebo,neg
salience,salience,0.2434501109940691,0.0,alc,tool,placebo,neg
salience,subcort,0.0761590607317496,0.0,alc,tool,placebo,neg
salience,cerebell,0.09175510864967462,0.0,alc,tool,placebo,neg
subcort,medfront,0.08346820060580029,0.0,alc,tool,placebo,neg
subcort,frontoparietal,0.11075145125252717,0.0,alc,tool,placebo,neg
subcort,DMN,0.04637249612552563,0.0,alc,tool,placebo,neg
subcort,motor,0.09360995710720432,0.0,alc,tool,placebo,neg
subcort,visA,0.04637249612552563,0.0,alc,tool,placebo,neg
subcort,visB,0.020348415081725357,0.0,alc,tool,placebo,neg
subcort,visassoc,0.04939117643134172,0.0,alc,tool,placebo,neg
subcort,salience,0.0761590607317496,0.0,alc,tool,placebo,neg
subcort,subcort,0.020348415081725357,0.0,alc,tool,placebo,neg
subcort,cerebell,0.0265309466025494,0.0,alc,tool,placebo,neg
cerebell,medfront,0.10038072929297559,0.0,alc,tool,placebo,neg
cerebell,frontoparietal,0.13293684380803028,0.0,alc,tool,placebo,neg
cerebell,DMN,0.05604354680630386,0.0,alc,tool,placebo,neg
cerebell,motor,0.11256990316928772,0.0,alc,tool,placebo,neg
cerebell,visA,0.05604354680630386,0.0,alc,tool,placebo,neg
cerebell,visB,0.024547704814851468,0.0,alc,tool,placebo,neg
cerebell,visassoc,0.059673066330542035,0.0,alc,tool,placebo,neg
cerebell,salience,0.09175510864967462,0.0,alc,tool,placebo,neg
cerebell,subcort,0.0265309466025494,0.0,alc,tool,placebo,neg
cerebell,cerebell,0.03026676018563834,0.0,alc,tool,placebo,neg
medfront,medfront,0.2406516075175451,0.0,tool,alc,cortisol,neg
medfront,frontoparietal,0.31528555283256465,0.0,tool,alc,cortisol,neg
medfront,DMN,0.1412016744135558,0.0,tool,alc,cortisol,neg
medfront,motor,0.2713628163612385,0.0,tool,alc,cortisol,neg
medfront,visA,0.1412016744135558,0.0,tool,alc,cortisol,neg
medfront,visB,0.06354292818027418,0.0,tool,alc,cortisol,neg
medfront,visassoc,0.14992686840467262,0.0,tool,alc,cortisol,neg
medfront,salience,0.2248519762153146,0.0,tool,alc,cortisol,neg
medfront,subcort,0.06836557675997046,0.0,tool,alc,cortisol,neg
medfront,cerebell,0.0823574840018142,0.0,tool,alc,cortisol,neg
frontoparietal,medfront,0.31528555283256465,0.0,tool,alc,cortisol,neg
frontoparietal,frontoparietal,0.3965818416975704,0.0,tool,alc,cortisol,neg
frontoparietal,DMN,0.1855348448025641,0.0,tool,alc,cortisol,neg
frontoparietal,motor,0.34803194726941056,0.0,tool,alc,cortisol,neg
frontoparietal,visA,0.1855348448025641,1.0,tool,alc,cortisol,neg
frontoparietal,visB,0.08472686908027516,0.0,tool,alc,cortisol,neg
frontoparietal,visassoc,0.19669522327348665,0.0,tool,alc,cortisol,neg
frontoparietal,salience,0.2909729763146305,0.0,tool,alc,cortisol,neg
frontoparietal,subcort,0.09096165798167366,0.5,tool,alc,cortisol,neg
frontoparietal,cerebell,0.10943158123924213,0.0,tool,alc,cortisol,neg
DMN,medfront,0.1412016744135558,0.0,tool,alc,cortisol,neg
DMN,frontoparietal,0.1855348448025641,0.0,tool,alc,cortisol,neg
DMN,DMN,0.07692047013131242,0.0,tool,alc,cortisol,neg
DMN,motor,0.15778778183037356,0.5,tool,alc,cortisol,neg
DMN,visA,0.07947276215082033,0.0,tool,alc,cortisol,neg
DMN,visB,0.03518511036167371,0.0,tool,alc,cortisol,neg
DMN,visassoc,0.08455781475320812,0.5,tool,alc,cortisol,neg
DMN,salience,0.12917042431412695,0.0,tool,alc,cortisol,neg
DMN,subcort,0.03784375214076474,0.0,tool,alc,cortisol,neg
DMN,cerebell,0.045779156366621,0.0,tool,alc,cortisol,neg
motor,medfront,0.2713628163612385,0.0,tool,alc,cortisol,neg
motor,frontoparietal,0.34803194726941056,0.0,tool,alc,cortisol,neg
motor,DMN,0.15778778183037356,0.5,tool,alc,cortisol,neg
motor,motor,0.045665717582288545,3.0,tool,alc,cortisol,neg
motor,visA,0.012188420751773954,2.0,tool,alc,cortisol,neg
motor,visB,0.07145373361533391,0.0,tool,alc,cortisol,neg
motor,visassoc,0.000703978375343417,4.5,tool,alc,cortisol,neg
motor,salience,0.24984747352210135,0.0,tool,alc,cortisol,neg
motor,subcort,0.07675008529142702,0.0,tool,alc,cortisol,neg
motor,cerebell,0.0924722886376611,0.0,tool,alc,cortisol,neg
visA,medfront,0.1412016744135558,0.0,tool,alc,cortisol,neg
visA,frontoparietal,0.1855348448025641,1.0,tool,alc,cortisol,neg
visA,DMN,0.07947276215082033,0.0,tool,alc,cortisol,neg
visA,motor,0.012188420751773954,2.0,tool,alc,cortisol,neg
visA,visA,0.07692047013131242,1.0,tool,alc,cortisol,neg
visA,visB,0.03518511036167371,0.0,tool,alc,cortisol,neg
visA,visassoc,0.08455781475320812,0.5,tool,alc,cortisol,neg
visA,salience,0.12917042431412695,0.0,tool,alc,cortisol,neg
visA,subcort,0.03784375214076474,0.0,tool,alc,cortisol,neg
visA,cerebell,0.045779156366621,0.0,tool,alc,cortisol,neg
visB,medfront,0.06354292818027418,0.0,tool,alc,cortisol,neg
visB,frontoparietal,0.08472686908027516,0.0,tool,alc,cortisol,neg
visB,DMN,0.03518511036167371,0.0,tool,alc,cortisol,neg
visB,motor,0.07145373361533391,0.0,tool,alc,cortisol,neg
visB,visA,0.03518511036167371,0.0,tool,alc,cortisol,neg
visB,visB,0.014213783824128079,0.0,tool,alc,cortisol,neg
visB,visassoc,0.03748965772572299,0.5,tool,alc,cortisol,neg
visB,salience,0.058003117640979096,0.0,tool,alc,cortisol,neg
visB,subcort,0.016564535798517244,0.0,tool,alc,cortisol,neg
visB,cerebell,0.01999094342182184,0.0,tool,alc,cortisol,neg
visassoc,medfront,0.14992686840467262,0.0,tool,alc,cortisol,neg
visassoc,frontoparietal,0.19669522327348665,0.0,tool,alc,cortisol,neg
visassoc,DMN,0.08455781475320812,0.5,tool,alc,cortisol,neg
visassoc,motor,0.000703978375343417,4.5,tool,alc,cortisol,neg
visassoc,visA,0.08455781475320812,0.5,tool,alc,cortisol,neg
visassoc,visB,0.03748965772572299,0.5,tool,alc,cortisol,neg
visassoc,visassoc,0.0872592283318907,0.0,tool,alc,cortisol,neg
visassoc,salience,0.13720841369582404,0.0,tool,alc,cortisol,neg
visassoc,subcort,0.04031904815832199,0.0,tool,alc,cortisol,neg
visassoc,cerebell,0.04876122059660182,0.5,tool,alc,cortisol,neg
salience,medfront,0.2248519762153146,0.0,tool,alc,cortisol,neg
salience,frontoparietal,0.2909729763146305,0.0,tool,alc,cortisol,neg
salience,DMN,0.12917042431412695,0.0,tool,alc,cortisol,neg
salience,motor,0.24984747352210135,0.0,tool,alc,cortisol,neg
salience,visA,0.12917042431412695,0.0,tool,alc,cortisol,neg
salience,visB,0.058003117640979096,0.0,tool,alc,cortisol,neg
salience,visassoc,0.13720841369582404,0.0,tool,alc,cortisol,neg
salience,salience,0.20281773341128162,0.0,tool,alc,cortisol,neg
salience,subcort,0.06233367072668683,0.5,tool,alc,cortisol,neg
salience,cerebell,0.0752153148157636,0.0,tool,alc,cortisol,neg
