netA,netB,pvalue,percentage,behavior,pill,sign
subcort,visassoc,0.012582257504461514,1.0,memory,placebo,pos
subcort,salience,0.019607385678656275,0.0,memory,placebo,pos
subcort,subcort,0.005125955851372543,0.0,memory,placebo,pos
subcort,cerebell,0.0066992009564051935,0.0,memory,placebo,pos
cerebell,medfront,0.026097091021287655,0.0,memory,placebo,pos
cerebell,frontoparietal,0.03502958149861313,0.0,memory,placebo,pos
cerebell,DMN,0.014314152360632604,0.0,memory,placebo,pos
cerebell,motor,0.029412619745227575,0.0,memory,placebo,pos
cerebell,visA,0.014314152360632604,0.0,memory,placebo,pos
cerebell,visB,0.006193718667931503,0.0,memory,placebo,pos
cerebell,visassoc,0.015262933347287788,0.0,memory,placebo,pos
cerebell,salience,0.02377117192414402,0.0,memory,placebo,pos
cerebell,subcort,0.0066992009564051935,0.0,memory,placebo,pos
cerebell,cerebell,0.007653474694825024,0.0,memory,placebo,pos
medfront,medfront,0.9755267934918398,0.0,arousal,cortisol,neg
medfront,frontoparietal,0.9939307849815142,0.0,arousal,cortisol,neg
medfront,DMN,0.8714568449154122,0.5,arousal,cortisol,neg
medfront,motor,0.9859703700653035,0.0,arousal,cortisol,neg
medfront,visA,0.14835298607011316,6.5,arousal,cortisol,neg
medfront,visB,0.5871973982724151,0.0,arousal,cortisol,neg
medfront,visassoc,0.887984219253431,1.0,arousal,cortisol,neg
medfront,salience,0.9676982761213356,0.5,arousal,cortisol,neg
medfront,subcort,0.2460012462191763,2.5,arousal,cortisol,neg
medfront,cerebell,0.6859844654756808,0.0,arousal,cortisol,neg
frontoparietal,medfront,0.9939307849815142,0.0,arousal,cortisol,neg
frontoparietal,frontoparietal,0.9988950605805141,1.0,arousal,cortisol,neg
frontoparietal,DMN,0.9370751095805625,1.5,arousal,cortisol,neg
frontoparietal,motor,0.9784647640021088,2.0,arousal,cortisol,neg
frontoparietal,visA,0.020960498065827338,13.5,arousal,cortisol,neg
frontoparietal,visB,0.6967373583984814,0.0,arousal,cortisol,neg
frontoparietal,visassoc,0.9477525713258745,1.0,arousal,cortisol,neg
frontoparietal,salience,0.9902868674243599,1.0,arousal,cortisol,neg
frontoparietal,subcort,0.36620055307904176,3.5,arousal,cortisol,neg
frontoparietal,cerebell,0.7902677655528958,0.0,arousal,cortisol,neg
DMN,medfront,0.8714568449154122,0.5,arousal,cortisol,neg
DMN,frontoparietal,0.9370751095805625,1.5,arousal,cortisol,neg
DMN,DMN,0.023285260014994424,6.0,arousal,cortisol,neg
DMN,motor,0.40358096870012194,5.5,arousal,cortisol,neg
DMN,visA,0.025942742014514852,7.5,arousal,cortisol,neg
DMN,visB,0.3829047289996903,1.0,arousal,cortisol,neg
DMN,visassoc,0.6959815878700031,1.5,arousal,cortisol,neg
DMN,salience,0.5540259042834398,2.5,arousal,cortisol,neg
DMN,subcort,0.40543206111662755,1.0,arousal,cortisol,neg
DMN,cerebell,0.4682240529708157,0.0,arousal,cortisol,neg
motor,medfront,0.9859703700653035,0.0,arousal,cortisol,neg
motor,frontoparietal,0.9784647640021088,2.0,arousal,cortisol,neg
motor,DMN,0.40358096870012194,5.5,arousal,cortisol,neg
motor,motor,0.0009055080055448972,24.0,arousal,cortisol,neg
motor,visA,9.869153927422047e-08,26.5,arousal,cortisol,neg
motor,visB,0.6317958722874528,0.0,arousal,cortisol,neg
motor,visassoc,0.10048918100693693,8.0,arousal,cortisol,neg
motor,salience,0.8977735803488551,2.5,arousal,cortisol,neg
motor,subcort,0.004645852301629838,8.0,arousal,cortisol,neg
motor,cerebell,0.3741343121341527,2.0,arousal,cortisol,neg
visA,medfront,0.14835298607011316,6.5,arousal,cortisol,neg
visA,frontoparietal,0.020960498065827338,13.5,arousal,cortisol,neg
visA,DMN,0.025942742014514852,7.5,arousal,cortisol,neg
visA,motor,9.869153927422047e-08,26.5,arousal,cortisol,neg
visA,visA,2.3092638912203256e-14,31.0,arousal,cortisol,neg
visA,visB,0.012739086430769375,5.5,arousal,cortisol,neg
visA,visassoc,0.0013071665718330516,10.0,arousal,cortisol,neg
visA,salience,0.0027664094074683065,13.5,arousal,cortisol,neg
visA,subcort,0.09546253614976696,2.0,arousal,cortisol,neg
visA,cerebell,0.13136795354603636,3.0,arousal,cortisol,neg
visB,medfront,0.5871973982724151,0.0,arousal,cortisol,neg
visB,frontoparietal,0.6967373583984814,0.0,arousal,cortisol,neg
visB,DMN,0.3829047289996903,1.0,arousal,cortisol,neg
visB,motor,0.6317958722874528,0.0,arousal,cortisol,neg
visB,visA,0.012739086430769375,5.5,arousal,cortisol,neg
visB,visB,0.17546276730654486,0.0,arousal,cortisol,neg
visB,visassoc,0.40247632703534275,0.5,arousal,cortisol,neg
visB,salience,0.5530437053566163,0.0,arousal,cortisol,neg
visB,subcort,0.2015709476603662,1.0,arousal,cortisol,neg
visB,cerebell,0.23825737649293588,0.0,arousal,cortisol,neg
visassoc,medfront,0.887984219253431,1.0,arousal,cortisol,neg
visassoc,frontoparietal,0.9477525713258745,1.0,arousal,cortisol,neg
visassoc,DMN,0.6959815878700031,1.5,arousal,cortisol,neg
visassoc,motor,0.10048918100693693,8.0,arousal,cortisol,neg
visassoc,visA,0.0013071665718330516,10.0,arousal,cortisol,neg
visassoc,visB,0.40247632703534275,0.5,arousal,cortisol,neg
visassoc,visassoc,0.3466521045046971,3.0,arousal,cortisol,neg
visassoc,salience,0.8631636470771169,1.5,arousal,cortisol,neg
visassoc,subcort,0.10630294911856608,2.0,arousal,cortisol,neg
visassoc,cerebell,0.490189594427604,0.5,arousal,cortisol,neg
salience,medfront,0.9676982761213356,0.5,arousal,cortisol,neg
salience,frontoparietal,0.9902868674243599,1.0,arousal,cortisol,neg
salience,DMN,0.5540259042834398,2.5,arousal,cortisol,neg
salience,motor,0.8977735803488551,2.5,arousal,cortisol,neg
salience,visA,0.0027664094074683065,13.5,arousal,cortisol,neg
salience,visB,0.5530437053566163,0.0,arousal,cortisol,neg
salience,visassoc,0.8631636470771169,1.5,arousal,cortisol,neg
salience,salience,0.9528714687477164,0.0,arousal,cortisol,neg
salience,subcort,0.2142549878146256,2.5,arousal,cortisol,neg
salience,cerebell,0.6513981209165163,0.0,arousal,cortisol,neg
subcort,medfront,0.2460012462191763,2.5,arousal,cortisol,neg
subcort,frontoparietal,0.36620055307904176,3.5,arousal,cortisol,neg
subcort,DMN,0.40543206111662755,1.0,arousal,cortisol,neg
subcort,motor,0.004645852301629838,8.0,arousal,cortisol,neg
subcort,visA,0.09546253614976696,2.0,arousal,cortisol,neg
subcort,visB,0.2015709476603662,1.0,arousal,cortisol,neg
subcort,visassoc,0.10630294911856608,2.0,arousal,cortisol,neg
subcort,salience,0.2142549878146256,2.5,arousal,cortisol,neg
subcort,subcort,0.2015709476603662,0.0,arousal,cortisol,neg
subcort,cerebell,0.2550452656734621,1.0,arousal,cortisol,neg
cerebell,medfront,0.6859844654756808,0.0,arousal,cortisol,neg
cerebell,frontoparietal,0.7902677655528958,0.0,arousal,cortisol,neg
cerebell,DMN,0.4682240529708157,0.0,arousal,cortisol,neg
cerebell,motor,0.3741343121341527,2.0,arousal,cortisol,neg
cerebell,visA,0.13136795354603636,3.0,arousal,cortisol,neg
cerebell,visB,0.23825737649293588,0.0,arousal,cortisol,neg
cerebell,visassoc,0.490189594427604,0.5,arousal,cortisol,neg
cerebell,salience,0.6513981209165163,0.0,arousal,cortisol,neg
cerebell,subcort,0.2550452656734621,1.0,arousal,cortisol,neg
cerebell,cerebell,0.28575838554456223,0.0,arousal,cortisol,neg
medfront,medfront,0.30522909514224306,3.0,arousal,placebo,neg
medfront,frontoparietal,0.19478511640669205,5.5,arousal,placebo,neg
medfront,DMN,0.12670049793057603,2.5,arousal,placebo,neg
medfront,motor,0.7250149576740732,0.5,arousal,placebo,neg
medfront,visA,0.46246973510114264,0.5,arousal,placebo,neg
medfront,visB,0.2348874027524651,0.0,arousal,placebo,neg
medfront,visassoc,0.14057991847082707,2.5,arousal,placebo,neg
medfront,salience,0.6460832440949767,1.5,arousal,placebo,neg
medfront,subcort,0.2508291285275237,0.0,arousal,placebo,neg
medfront,cerebell,0.29566424721982987,0.0,arousal,placebo,neg
frontoparietal,medfront,0.19478511640669205,5.5,arousal,placebo,neg
frontoparietal,frontoparietal,0.003846708031214563,12.0,arousal,placebo,neg
frontoparietal,DMN,0.5669573507700457,1.0,arousal,placebo,neg
frontoparietal,motor,0.5152404371250056,2.0,arousal,placebo,neg
frontoparietal,visA,0.5669573507700457,1.5,arousal,placebo,neg
frontoparietal,visB,0.30305130729291574,1.0,arousal,placebo,neg
frontoparietal,visassoc,0.5906506668987263,0.5,arousal,placebo,neg
frontoparietal,salience,0.4042240682507172,3.0,arousal,placebo,neg
frontoparietal,subcort,0.32221028739234203,0.0,arousal,placebo,neg
frontoparietal,cerebell,0.3766395854186364,0.0,arousal,placebo,neg
DMN,medfront,0.12670049793057603,2.5,arousal,placebo,neg
DMN,frontoparietal,0.5669573507700457,1.0,arousal,placebo,neg
DMN,DMN,0.04216862732480409,3.0,arousal,placebo,neg
DMN,motor,0.5035643826514675,1.0,arousal,placebo,neg
DMN,visA,0.2865909164613709,0.0,arousal,placebo,neg
DMN,visB,0.13590509825989827,0.5,arousal,placebo,neg
DMN,visassoc,0.3025261906400365,0.5,arousal,placebo,neg
DMN,salience,0.43109120499123144,1.0,arousal,placebo,neg
DMN,subcort,0.14557429768224517,0.0,arousal,placebo,neg
DMN,cerebell,0.17394938469216004,0.0,arousal,placebo,neg
motor,medfront,0.7250149576740732,0.5,arousal,placebo,neg
motor,frontoparietal,0.5152404371250056,2.0,arousal,placebo,neg
motor,DMN,0.5035643826514675,1.0,arousal,placebo,neg
motor,motor,0.05279156277638375,6.0,arousal,placebo,neg
motor,visA,0.15347264975437847,2.5,arousal,placebo,neg
motor,visB,0.26090480843229413,0.0,arousal,placebo,neg
motor,visassoc,0.5263652839280334,0.0,arousal,placebo,neg
motor,salience,0.6903656620551228,1.5,arousal,placebo,neg
motor,subcort,0.27794660380563607,0.0,arousal,placebo,neg
motor,cerebell,0.32679187729927195,0.0,arousal,placebo,neg
visA,medfront,0.46246973510114264,0.5,arousal,placebo,neg
visA,frontoparietal,0.5669573507700457,1.5,arousal,placebo,neg
visA,DMN,0.2865909164613709,0.0,arousal,placebo,neg
visA,motor,0.15347264975437847,2.5,arousal,placebo,neg
visA,visA,0.2784898710325505,0.0,arousal,placebo,neg
visA,visB,0.13590509825989827,0.5,arousal,placebo,neg
visA,visassoc,0.05028387132186485,2.0,arousal,placebo,neg
visA,salience,0.1083734408904451,3.0,arousal,placebo,neg
visA,subcort,0.14557429768224517,0.0,arousal,placebo,neg
visA,cerebell,0.17394938469216004,0.0,arousal,placebo,neg
visB,medfront,0.2348874027524651,0.0,arousal,placebo,neg
visB,frontoparietal,0.30305130729291574,1.0,arousal,placebo,neg
visB,DMN,0.13590509825989827,0.5,arousal,placebo,neg
visB,motor,0.26090480843229413,0.0,arousal,placebo,neg
visB,visA,0.13590509825989827,0.5,arousal,placebo,neg
visB,visB,0.00158867105619942,3.0,arousal,placebo,neg
visB,visassoc,0.14429123098967556,1.5,arousal,placebo,neg
visB,salience,0.21626051358625364,0.5,arousal,placebo,neg
visB,subcort,0.06584897049785332,0.0,arousal,placebo,neg
visB,cerebell,0.07905086189240174,0.0,arousal,placebo,neg
visassoc,medfront,0.14057991847082707,2.5,arousal,placebo,neg
visassoc,frontoparietal,0.5906506668987263,0.5,arousal,placebo,neg
visassoc,DMN,0.3025261906400365,0.5,arousal,placebo,neg
visassoc,motor,0.5263652839280334,0.0,arousal,placebo,neg
visassoc,visA,0.05028387132186485,2.0,arousal,placebo,neg
visassoc,visB,0.14429123098967556,1.5,arousal,placebo,neg
visassoc,visassoc,0.310881666363366,1.0,arousal,placebo,neg
visassoc,salience,0.12050937889303093,2.5,arousal,placebo,neg
visassoc,subcort,0.1545030637096595,0.0,arousal,placebo,neg
visassoc,cerebell,0.18442648256338667,0.0,arousal,placebo,neg
salience,medfront,0.6460832440949767,1.5,arousal,placebo,neg
salience,frontoparietal,0.4042240682507172,3.0,arousal,placebo,neg
salience,DMN,0.43109120499123144,1.0,arousal,placebo,neg
salience,motor,0.6903656620551228,1.5,arousal,placebo,neg
salience,visA,0.1083734408904451,3.0,arousal,placebo,neg
salience,visB,0.21626051358625364,0.5,arousal,placebo,neg
salience,visassoc,0.12050937889303093,2.5,arousal,placebo,neg
salience,salience,0.6032255286598841,0.0,arousal,placebo,neg
salience,subcort,0.23085025166157358,0.5,arousal,placebo,neg
salience,cerebell,0.27303910379969865,0.0,arousal,placebo,neg
subcort,medfront,0.2508291285275237,0.0,arousal,placebo,neg
subcort,frontoparietal,0.32221028739234203,0.0,arousal,placebo,neg
subcort,DMN,0.14557429768224517,0.0,arousal,placebo,neg
subcort,motor,0.27794660380563607,0.0,arousal,placebo,neg
subcort,visA,0.14557429768224517,0.0,arousal,placebo,neg
subcort,visB,0.06584897049785332,0.0,arousal,placebo,neg
subcort,visassoc,0.1545030637096595,0.0,arousal,placebo,neg
subcort,salience,0.23085025166157358,0.5,arousal,placebo,neg
subcort,subcort,0.06584897049785332,0.0,arousal,placebo,neg
subcort,cerebell,0.08524032706062779,0.0,arousal,placebo,neg
cerebell,medfront,0.29566424721982987,0.0,arousal,placebo,neg
cerebell,frontoparietal,0.3766395854186364,0.0,arousal,placebo,neg
cerebell,DMN,0.17394938469216004,0.0,arousal,placebo,neg
cerebell,motor,0.32679187729927195,0.0,arousal,placebo,neg
cerebell,visA,0.17394938469216004,0.0,arousal,placebo,neg
cerebell,visB,0.07905086189240174,0.0,arousal,placebo,neg
cerebell,visassoc,0.18442648256338667,0.0,arousal,placebo,neg
cerebell,salience,0.27303910379969865,0.0,arousal,placebo,neg
cerebell,subcort,0.08524032706062779,0.0,arousal,placebo,neg
cerebell,cerebell,0.09682038453501085,0.0,arousal,placebo,neg
medfront,medfront,0.0,0.0,memory,cortisol,neg
medfront,frontoparietal,0.0,0.0,memory,cortisol,neg
medfront,DMN,0.0,0.0,memory,cortisol,neg
medfront,motor,0.0,0.0,memory,cortisol,neg
medfront,visA,0.0,0.0,memory,cortisol,neg
medfront,visB,0.0,0.0,memory,cortisol,neg
medfront,visassoc,0.0,0.0,memory,cortisol,neg
medfront,salience,0.0,0.0,memory,cortisol,neg
medfront,subcort,0.0,0.0,memory,cortisol,neg
medfront,cerebell,0.0,0.0,memory,cortisol,neg
frontoparietal,medfront,0.0,0.0,memory,cortisol,neg
frontoparietal,frontoparietal,0.0,1.0,memory,cortisol,neg
frontoparietal,DMN,0.0,0.0,memory,cortisol,neg
frontoparietal,motor,0.0,0.0,memory,cortisol,neg
frontoparietal,visA,0.0,0.0,memory,cortisol,neg
frontoparietal,visB,0.0,0.0,memory,cortisol,neg
frontoparietal,visassoc,0.0,0.0,memory,cortisol,neg
frontoparietal,salience,0.0,0.0,memory,cortisol,neg
frontoparietal,subcort,0.0,0.0,memory,cortisol,neg
frontoparietal,cerebell,0.0,0.0,memory,cortisol,neg
DMN,medfront,0.0,0.0,memory,cortisol,neg
DMN,frontoparietal,0.0,0.0,memory,cortisol,neg
DMN,DMN,0.0,0.0,memory,cortisol,neg
DMN,motor,0.0,0.0,memory,cortisol,neg
DMN,visA,0.0,0.0,memory,cortisol,neg
DMN,visB,0.0,0.0,memory,cortisol,neg
DMN,visassoc,0.0,0.0,memory,cortisol,neg
DMN,salience,0.0,0.0,memory,cortisol,neg
DMN,subcort,0.0,0.0,memory,cortisol,neg
DMN,cerebell,0.0,0.0,memory,cortisol,neg
motor,medfront,0.0,0.0,memory,cortisol,neg
motor,frontoparietal,0.0,0.0,memory,cortisol,neg
motor,DMN,0.0,0.0,memory,cortisol,neg
motor,motor,0.0,0.0,memory,cortisol,neg
motor,visA,0.0,0.0,memory,cortisol,neg
motor,visB,0.0,0.0,memory,cortisol,neg
motor,visassoc,0.0,0.0,memory,cortisol,neg
motor,salience,0.0,0.0,memory,cortisol,neg
motor,subcort,0.0,0.0,memory,cortisol,neg
motor,cerebell,0.0,0.0,memory,cortisol,neg
visA,medfront,0.0,0.0,memory,cortisol,neg
visA,frontoparietal,0.0,0.0,memory,cortisol,neg
visA,DMN,0.0,0.0,memory,cortisol,neg
visA,motor,0.0,0.0,memory,cortisol,neg
visA,visA,0.0,0.0,memory,cortisol,neg
visA,visB,0.0,0.0,memory,cortisol,neg
visA,visassoc,0.0,0.0,memory,cortisol,neg
visA,salience,0.0,0.0,memory,cortisol,neg
visA,subcort,0.0,0.0,memory,cortisol,neg
visA,cerebell,0.0,0.0,memory,cortisol,neg
visB,medfront,0.0,0.0,memory,cortisol,neg
visB,frontoparietal,0.0,0.0,memory,cortisol,neg
visB,DMN,0.0,0.0,memory,cortisol,neg
visB,motor,0.0,0.0,memory,cortisol,neg
visB,visA,0.0,0.0,memory,cortisol,neg
visB,visB,0.0,0.0,memory,cortisol,neg
visB,visassoc,0.0,0.0,memory,cortisol,neg
visB,salience,0.0,0.0,memory,cortisol,neg
visB,subcort,0.0,0.0,memory,cortisol,neg
visB,cerebell,0.0,0.0,memory,cortisol,neg
visassoc,medfront,0.0,0.0,memory,cortisol,neg
visassoc,frontoparietal,0.0,0.0,memory,cortisol,neg
visassoc,DMN,0.0,0.0,memory,cortisol,neg
visassoc,motor,0.0,0.0,memory,cortisol,neg
visassoc,visA,0.0,0.0,memory,cortisol,neg
visassoc,visB,0.0,0.0,memory,cortisol,neg
visassoc,visassoc,0.0,0.0,memory,cortisol,neg
visassoc,salience,0.0,0.0,memory,cortisol,neg
visassoc,subcort,0.0,0.0,memory,cortisol,neg
visassoc,cerebell,0.0,0.0,memory,cortisol,neg
salience,medfront,0.0,0.0,memory,cortisol,neg
salience,frontoparietal,0.0,0.0,memory,cortisol,neg
salience,DMN,0.0,0.0,memory,cortisol,neg
salience,motor,0.0,0.0,memory,cortisol,neg
salience,visA,0.0,0.0,memory,cortisol,neg
salience,visB,0.0,0.0,memory,cortisol,neg
salience,visassoc,0.0,0.0,memory,cortisol,neg
salience,salience,0.0,0.0,memory,cortisol,neg
salience,subcort,0.0,0.0,memory,cortisol,neg
salience,cerebell,0.0,0.0,memory,cortisol,neg
subcort,medfront,0.0,0.0,memory,cortisol,neg
subcort,frontoparietal,0.0,0.0,memory,cortisol,neg
subcort,DMN,0.0,0.0,memory,cortisol,neg
subcort,motor,0.0,0.0,memory,cortisol,neg
subcort,visA,0.0,0.0,memory,cortisol,neg
subcort,visB,0.0,0.0,memory,cortisol,neg
subcort,visassoc,0.0,0.0,memory,cortisol,neg
subcort,salience,0.0,0.0,memory,cortisol,neg
subcort,subcort,0.0,0.0,memory,cortisol,neg
subcort,cerebell,0.0,0.0,memory,cortisol,neg
cerebell,medfront,0.0,0.0,memory,cortisol,neg
cerebell,frontoparietal,0.0,0.0,memory,cortisol,neg
cerebell,DMN,0.0,0.0,memory,cortisol,neg
cerebell,motor,0.0,0.0,memory,cortisol,neg
cerebell,visA,0.0,0.0,memory,cortisol,neg
cerebell,visB,0.0,0.0,memory,cortisol,neg
cerebell,visassoc,0.0,0.0,memory,cortisol,neg
cerebell,salience,0.0,0.0,memory,cortisol,neg
cerebell,subcort,0.0,0.0,memory,cortisol,neg
cerebell,cerebell,0.0,0.0,memory,cortisol,neg
medfront,medfront,0.48136555808393067,0.0,memory,placebo,neg
medfront,frontoparietal,0.594768828263695,0.0,memory,placebo,neg
medfront,DMN,0.30443812388263025,0.0,memory,placebo,neg
medfront,motor,0.5299974151621761,0.0,memory,placebo,neg
medfront,visA,0.30443812388263025,0.0,memory,placebo,neg
medfront,visB,0.1449315413197534,0.0,memory,placebo,neg
medfront,visassoc,0.3211733543960893,0.5,memory,placebo,neg
medfront,salience,0.4552577191635139,0.0,memory,placebo,neg
medfront,subcort,0.15539612485910403,0.0,memory,placebo,neg
medfront,cerebell,0.18533440683734104,0.0,memory,placebo,neg
frontoparietal,medfront,0.594768828263695,0.0,memory,placebo,neg
frontoparietal,frontoparietal,0.7002277393074252,0.0,memory,placebo,neg
frontoparietal,DMN,0.3870317180686702,0.5,memory,placebo,neg
frontoparietal,motor,0.6394678434491683,0.0,memory,placebo,neg
frontoparietal,visA,0.08457332382097804,2.5,memory,placebo,neg
frontoparietal,visB,0.19034210834953857,0.0,memory,placebo,neg
frontoparietal,visassoc,0.014758570383272662,5.0,memory,placebo,neg
frontoparietal,salience,0.5596050308811642,0.0,memory,placebo,neg
frontoparietal,subcort,0.20343377310020938,0.5,memory,placebo,neg
frontoparietal,cerebell,0.2414913604372615,0.0,memory,placebo,neg
DMN,medfront,0.30443812388263025,0.0,memory,placebo,neg
DMN,frontoparietal,0.3870317180686702,0.5,memory,placebo,neg
DMN,DMN,0.17377542247011035,0.0,memory,placebo,neg
DMN,motor,0.33604856880983625,1.0,memory,placebo,neg
DMN,visA,0.1792133220712966,0.0,memory,placebo,neg
DMN,visB,0.08187841471100465,0.0,memory,placebo,neg
DMN,visassoc,0.1899854055194219,0.0,memory,placebo,neg
DMN,salience,0.2809726292572301,0.0,memory,placebo,neg
DMN,subcort,0.08790068848096455,0.0,memory,placebo,neg
DMN,cerebell,0.1057390313626716,0.0,memory,placebo,neg
motor,medfront,0.5299974151621761,0.0,memory,placebo,neg
motor,frontoparietal,0.6394678434491683,0.0,memory,placebo,neg
motor,DMN,0.33604856880983625,1.0,memory,placebo,neg
motor,motor,0.5676440729778806,1.0,memory,placebo,neg
motor,visA,0.062266891350993836,3.0,memory,placebo,neg
motor,visB,0.16205779505275741,0.0,memory,placebo,neg
motor,visassoc,2.021271854335538e-07,12.0,memory,placebo,neg
motor,salience,0.49621930596535946,0.0,memory,placebo,neg
motor,subcort,0.17341165882659682,0.0,memory,placebo,neg
motor,cerebell,0.20658712152647618,0.0,memory,placebo,neg
visA,medfront,0.30443812388263025,0.0,memory,placebo,neg
visA,frontoparietal,0.08457332382097804,2.5,memory,placebo,neg
visA,DMN,0.1792133220712966,0.0,memory,placebo,neg
visA,motor,0.062266891350993836,3.0,memory,placebo,neg
visA,visA,0.17377542247011035,1.0,memory,placebo,neg
visA,visB,0.08187841471100465,0.5,memory,placebo,neg
visA,visassoc,0.1899854055194219,0.0,memory,placebo,neg
visA,salience,0.2809726292572301,1.0,memory,placebo,neg
visA,subcort,0.08790068848096455,0.0,memory,placebo,neg
visA,cerebell,0.1057390313626716,0.0,memory,placebo,neg
visB,medfront,0.1449315413197534,0.0,memory,placebo,neg
visB,frontoparietal,0.19034210834953857,0.0,memory,placebo,neg
visB,DMN,0.08187841471100465,0.0,memory,placebo,neg
visB,motor,0.16205779505275741,0.0,memory,placebo,neg
visB,visA,0.08187841471100465,0.5,memory,placebo,neg
visB,visB,0.03356567816967204,0.0,memory,placebo,neg
visB,visassoc,0.08709993297489582,0.0,memory,placebo,neg
visB,salience,0.1328183536492693,0.0,memory,placebo,neg
visB,subcort,0.03905289941724621,0.0,memory,placebo,neg
visB,cerebell,0.04701848382651275,0.0,memory,placebo,neg
visassoc,medfront,0.3211733543960893,0.5,memory,placebo,neg
visassoc,frontoparietal,0.014758570383272662,5.0,memory,placebo,neg
visassoc,DMN,0.1899854055194219,0.0,memory,placebo,neg
visassoc,motor,2.021271854335538e-07,12.0,memory,placebo,neg
visassoc,visA,0.1899854055194219,0.0,memory,placebo,neg
visassoc,visB,0.08709993297489582,0.0,memory,placebo,neg
visassoc,visassoc,0.001323584795335675,5.0,memory,placebo,neg
visassoc,salience,0.296699863746571,1.0,memory,placebo,neg
visassoc,subcort,0.09348697526220073,0.0,memory,placebo,neg
visassoc,cerebell,0.11238970465233677,0.0,memory,placebo,neg
salience,medfront,0.4552577191635139,0.0,memory,placebo,neg
salience,frontoparietal,0.5596050308811642,0.0,memory,placebo,neg
salience,DMN,0.2809726292572301,0.0,memory,placebo,neg
salience,motor,0.49621930596535946,0.0,memory,placebo,neg
salience,visA,0.2809726292572301,1.0,memory,placebo,neg
salience,visB,0.1328183536492693,0.0,memory,placebo,neg
salience,visassoc,0.296699863746571,1.0,memory,placebo,neg
salience,salience,0.41759817336028016,0.0,memory,placebo,neg
salience,subcort,0.14229585456300853,0.0,memory,placebo,neg
salience,cerebell,0.1701308039773778,0.0,memory,placebo,neg
subcort,medfront,0.15539612485910403,0.0,memory,placebo,neg
subcort,frontoparietal,0.20343377310020938,0.5,memory,placebo,neg
subcort,DMN,0.08790068848096455,0.0,memory,placebo,neg
subcort,motor,0.17341165882659682,0.0,memory,placebo,neg
subcort,visA,0.08790068848096455,0.0,memory,placebo,neg
subcort,visB,0.03905289941724621,0.0,memory,placebo,neg
subcort,visassoc,0.09348697526220073,0.0,memory,placebo,neg
subcort,salience,0.14229585456300853,0.0,memory,placebo,neg
subcort,subcort,0.03905289941724621,0.0,memory,placebo,neg
subcort,cerebell,0.05076931620099834,0.0,memory,placebo,neg
cerebell,medfront,0.18533440683734104,0.0,memory,placebo,neg
cerebell,frontoparietal,0.2414913604372615,0.0,memory,placebo,neg
cerebell,DMN,0.1057390313626716,0.0,memory,placebo,neg
cerebell,motor,0.20658712152647618,0.0,memory,placebo,neg
cerebell,visA,0.1057390313626716,0.0,memory,placebo,neg
cerebell,visB,0.04701848382651275,0.0,memory,placebo,neg
cerebell,visassoc,0.11238970465233677,0.0,memory,placebo,neg
cerebell,salience,0.1701308039773778,0.0,memory,placebo,neg
cerebell,subcort,0.05076931620099834,0.0,memory,placebo,neg
cerebell,cerebell,0.057815279766849526,0.0,memory,placebo,neg
